station_id,station_name,month_beginning,year,month,month_total,geo_station_id,line_name,lat,lon,community_area,community,pop_total,median_hh_income,pct_no_vehicle_hh,pct_disabled,pct_65_plus,transportation_need_index_0_100,need_quintile
40030,Pulaski-Lake,2024-12-01,2024,12,21788,30,Green Line (Lake),41.88541197969969,-87.72540376831816,26,WEST GARFIELD PARK,15087.702924854702,35134.80571968107,0.3289362859031886,0.2255979474396192,0.152236072088036,67.53,Very High
40040,Quincy/Wells,2024-01-01,2024,1,90625,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-02-01,2024,2,97622,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-03-01,2024,3,104201,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-04-01,2024,4,111664,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-05-01,2024,5,119109,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-06-01,2024,6,114228,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-07-01,2024,7,126178,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-08-01,2024,8,117926,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-09-01,2024,9,120419,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-10-01,2024,10,139445,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-11-01,2024,11,104714,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40040,Quincy/Wells,2024-12-01,2024,12,92492,40,"Brown, Orange, Pink, Purple (Express)",41.87872328348997,-87.63373997596631,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40060,Belmont-O'Hare,2024-01-01,2024,1,73182,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-02-01,2024,2,78521,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-03-01,2024,3,82506,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-04-01,2024,4,85001,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-05-01,2024,5,91698,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-06-01,2024,6,87484,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-07-01,2024,7,92194,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-08-01,2024,8,93964,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-09-01,2024,9,93912,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-10-01,2024,10,101513,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-11-01,2024,11,88473,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40060,Belmont-O'Hare,2024-12-01,2024,12,81264,60,Blue Line,41.93813166977897,-87.71235935057341,21,AVONDALE,35520.99854084416,92740.26942883692,0.1798882780475784,0.1797417354487312,0.0999300856522419,24.35,Very Low
40070,Jackson/Dearborn,2024-01-01,2024,1,77634,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-02-01,2024,2,82102,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-03-01,2024,3,86956,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-04-01,2024,4,90932,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-05-01,2024,5,94490,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-06-01,2024,6,82971,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-07-01,2024,7,82693,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-08-01,2024,8,103672,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-09-01,2024,9,104357,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-10-01,2024,10,123057,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-11-01,2024,11,90432,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40070,Jackson/Dearborn,2024-12-01,2024,12,71156,70,Blue Line,41.87818251886981,-87.62929566463735,32,LOOP,46251.594065004654,117480.27557825916,0.5049038463369532,0.0591022642344601,0.0955481549976306,29.55,Very Low
40080,Sheridan,2024-01-01,2024,1,60686,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-02-01,2024,2,63927,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-03-01,2024,3,66600,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-04-01,2024,4,68484,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-05-01,2024,5,74521,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-06-01,2024,6,77559,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-07-01,2024,7,71626,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-08-01,2024,8,76567,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-09-01,2024,9,78882,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-10-01,2024,10,84819,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-11-01,2024,11,67576,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40080,Sheridan,2024-12-01,2024,12,58806,80,Red Line,41.95377494743192,-87.65492939219291,6,LAKE VIEW,102810.0926960865,113900.64928480172,0.3946800478246332,0.1124471044016085,0.1001554058163246,30.19,Very Low
40090,Damen-Brown,2024-01-01,2024,1,35261,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-02-01,2024,2,38353,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-03-01,2024,3,40814,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-04-01,2024,4,40754,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-05-01,2024,5,45967,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-06-01,2024,6,41321,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-07-01,2024,7,41092,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-08-01,2024,8,42252,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-09-01,2024,9,44971,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-10-01,2024,10,51267,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-11-01,2024,11,42819,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40090,Damen-Brown,2024-12-01,2024,12,36968,90,Brown Line,41.96641097276443,-87.67863488433056,4,LINCOLN SQUARE,41562.90791763779,92167.4262833756,0.2224791606603233,0.1712803683018521,0.113485251861241,29.22,Very Low
40100,Morse,2024-01-01,2024,1,60575,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-02-01,2024,2,63136,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-03-01,2024,3,65849,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-04-01,2024,4,65150,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-05-01,2024,5,70551,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-06-01,2024,6,70629,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-07-01,2024,7,70790,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-08-01,2024,8,74829,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-09-01,2024,9,75003,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-10-01,2024,10,78848,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-11-01,2024,11,69694,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40100,Morse,2024-12-01,2024,12,61985,100,Red Line,42.00836181944307,-87.6659090897442,1,ROGERS PARK,63678.456810171374,68438.3733810722,0.3339599735531916,0.1345089300018841,0.131979851487807,43.51,Moderate
40120,35th/Archer,2024-01-01,2024,1,36582,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-02-01,2024,2,41344,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-03-01,2024,3,43603,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-04-01,2024,4,45839,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-05-01,2024,5,49292,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-06-01,2024,6,43432,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-07-01,2024,7,46258,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-08-01,2024,8,47876,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-09-01,2024,9,49285,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-10-01,2024,10,53204,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-11-01,2024,11,44886,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40120,35th/Archer,2024-12-01,2024,12,38576,120,Orange Line,41.829560088047614,-87.68058736862578,59,MCKINLEY PARK,14856.626947511188,85555.22180887079,0.136866199800888,0.1863231471348438,0.1587408669547028,36.69,Low
40130,51st,2024-01-01,2024,1,12395,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-02-01,2024,2,13241,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-03-01,2024,3,13798,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-04-01,2024,4,13790,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-05-01,2024,5,15002,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-06-01,2024,6,13883,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-07-01,2024,7,15360,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-08-01,2024,8,16480,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-09-01,2024,9,15709,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-10-01,2024,10,17039,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-11-01,2024,11,14126,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40130,51st,2024-12-01,2024,12,13061,130,Green Line,41.80209158434365,-87.61850159987594,38,GRAND BOULEVARD,25183.936054451384,57684.17311716871,0.2931068932790598,0.213107559124824,0.1606849065762456,59.09,High
40150,Pulaski-Cermak,2024-01-01,2024,1,18426,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-02-01,2024,2,19466,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-03-01,2024,3,20746,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-04-01,2024,4,20697,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-05-01,2024,5,22051,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-06-01,2024,6,19829,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-07-01,2024,7,20578,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-08-01,2024,8,20809,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-09-01,2024,9,21689,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-10-01,2024,10,23121,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-11-01,2024,11,19391,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
40150,Pulaski-Cermak,2024-12-01,2024,12,18278,150,Pink Line,41.85385683122457,-87.72432672502005,29,NORTH LAWNDALE,40501.17854520972,47316.713861175616,0.2935848074010681,0.2645051584209264,0.1151297477216874,64.61,High
